condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,loss,test_acc
nuisance_dominant,vnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.0,0.8532620072364807,0.369140625
nuisance_dominant,vnc,4.0,0.0,0.0,14.0,2048.0,0.05,0.0,0.8873624205589294,0.353759765625
nuisance_dominant,nmnc,4.0,0.0,0.0,14.0,2048.0,0.05,0.0,1.5380475521087646,0.286865234375
task_aligned,fa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.2,15468.1884765625,0.744140625
nuisance_dominant,drtp_random,4.0,1.0,0.0,14.0,2048.0,0.05,0.0,184763514880.0,0.114501953125
nuisance_dominant,drtp_random,4.0,0.0,0.0,14.0,2048.0,0.05,0.0,209821040640.0,0.12890625
nuisance_dominant,drtp_random,4.0,2.0,0.0,14.0,2048.0,0.05,0.0,37910634496.0,0.122802734375
low_sample_noisy,vnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.8725337386131287,0.72412109375
low_sample_noisy,vnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.8320653438568115,0.730712890625
low_sample_noisy,nmnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,1.0587880611419678,0.71484375
low_sample_noisy,vnc,4.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.8357083201408386,0.730224609375
low_sample_noisy,drtp_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,1125029904384.0,0.132568359375
low_sample_noisy,drtp_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,1422361624576.0,0.15283203125
task_aligned,vnc,1.0,2.0,0.0,14.0,512.0,0.05,0.0,0.2618676126003265,0.9033203125
task_aligned,vnc,1.0,1.0,0.0,14.0,512.0,0.05,0.0,0.2560636103153229,0.903076171875
nuisance_dominant,nmnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.2833794355392456,0.218505859375
nuisance_dominant,nmnc,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,1.3241134881973269,0.217041015625
nuisance_dominant,vnc,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.444170355796814,0.215576171875
nuisance_dominant,bp,4.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.750361442565918,0.216552734375
task_aligned,drtp_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.4,10152694.0,0.373779296875
nuisance_dominant,vnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.0433120727539062,0.2294921875
task_aligned,drtp_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.4,17190992.0,0.189208984375
low_sample_noisy,ndfa_random_kronecker,0.0,1.0,0.0,14.0,512.0,0.05,0.1,0.0573173910379409,0.658935546875
low_sample_noisy,drtp_random,0.0,1.0,0.0,14.0,512.0,0.05,0.1,5546919.0,0.128173828125
low_sample_noisy,drtp_random,0.0,0.0,0.0,14.0,512.0,0.05,0.1,8876091.0,0.125732421875
low_sample_noisy,vnc,0.0,0.0,0.0,14.0,512.0,0.05,0.1,1.0385278463363647,0.30224609375
low_sample_noisy,drtp_random,0.0,2.0,0.0,14.0,512.0,0.05,0.1,5754588.0,0.128173828125
task_aligned,ndfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.4,1.2911152839660645,0.873291015625
task_aligned,ndfa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.4,1.2819838523864746,0.851318359375
low_sample_noisy,ndfa_random_kronecker,0.0,0.0,0.0,14.0,512.0,0.05,0.1,0.0561551563441753,0.65087890625
low_sample_noisy,ndfa_random_kronecker,0.0,2.0,0.0,14.0,512.0,0.05,0.1,0.0507536381483078,0.648681640625
nuisance_dominant,bp,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.5632175207138062,0.3857421875
nuisance_dominant,nmnc,4.0,2.0,0.0,14.0,2048.0,0.05,0.0,1.4189305305480957,0.2705078125
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,62095.04296875,0.117919921875
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,975682.125,0.12158203125
nuisance_dominant,nmnc,4.0,1.0,0.0,14.0,2048.0,0.05,0.0,1.3302135467529297,0.284423828125
task_aligned,fa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.2,26213.60546875,0.57763671875
task_aligned,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.2,6.020952224731445,0.616943359375
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,117677.8359375,0.127197265625
task_aligned,nmnc,1.0,1.0,0.0,14.0,512.0,0.05,0.0,0.3457011580467224,0.89306640625
low_sample_noisy,ndfa_random_kronecker,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.1373191326856613,0.70166015625
low_sample_noisy,ndfa_random_kronecker,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.1248447000980377,0.705322265625
low_sample_noisy,ndfa_random_kronecker,4.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.1807474046945572,0.69873046875
nuisance_dominant,vnc,4.0,2.0,0.0,14.0,2048.0,0.05,0.0,1.1266658306121826,0.328125
task_aligned,nmnc,1.0,0.0,0.0,14.0,512.0,0.05,0.0,0.3424329459667206,0.893310546875
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.52691650390625,0.725341796875
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.5981060862541199,0.71435546875
nuisance_dominant,ndfa_random_kronecker,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.0385194085538387,0.595947265625
nuisance_dominant,drtp_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,1412214912.0,0.1279296875
nuisance_dominant,drtp_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,2121449344.0,0.1279296875
nuisance_dominant,vnc,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,1.112452507019043,0.229736328125
nuisance_dominant,drtp_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,1625544192.0,0.135009765625
task_aligned,vnc,1.0,1.0,0.0,14.0,1024.0,0.15,0.4,1.5294218063354492,0.871337890625
task_aligned,vnc,1.0,0.0,0.0,14.0,1024.0,0.15,0.4,1.5303937196731567,0.8720703125
nuisance_dominant,ndfa_random_kronecker,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.0374460183084011,0.59326171875
nuisance_dominant,ndfa_random_kronecker,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.0403562523424625,0.593994140625
low_sample_noisy,nmnc,0.0,1.0,0.0,14.0,512.0,0.05,0.1,1.2146621942520142,0.273193359375
low_sample_noisy,nmnc,0.0,0.0,0.0,14.0,512.0,0.05,0.1,1.252277135848999,0.271728515625
low_sample_noisy,vnc,0.0,2.0,0.0,14.0,512.0,0.05,0.1,0.9163557887077332,0.300537109375
low_sample_noisy,bp,1.0,0.0,0.0,14.0,512.0,0.05,0.1,0.747617244720459,0.26025390625
low_sample_noisy,nmnc,0.0,2.0,0.0,14.0,512.0,0.05,0.1,1.2239962816238403,0.267333984375
low_sample_noisy,vnc,0.0,1.0,0.0,14.0,512.0,0.05,0.1,0.8768844604492188,0.303466796875
task_aligned,ndfa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.274304986000061,0.888671875
nuisance_dominant,fa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,2773341.0,0.129638671875
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.0821528211236,0.74267578125
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.0850232392549514,0.761962890625
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.0828200802206993,0.736083984375
task_aligned,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.2,2.2062337398529053,0.6982421875
task_aligned,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.2,3.569859027862549,0.729736328125
nuisance_dominant,fa_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,146814.375,0.12841796875
nuisance_dominant,fa_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,640846.5,0.1552734375
low_sample_noisy,fa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,141731.59375,0.441162109375
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.5494387149810791,0.742431640625
low_sample_noisy,fa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.2,1144.254150390625,0.2724609375
low_sample_noisy,fa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,22766.91796875,0.437744140625
task_aligned,nmnc,1.0,2.0,0.0,14.0,512.0,0.05,0.0,0.3398991525173187,0.89697265625
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.2,529.01416015625,0.3955078125
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.2,3072.625244140625,0.541748046875
task_aligned,bp,2.0,0.0,0.0,14.0,512.0,0.05,0.0,0.185283750295639,0.934814453125
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.1,1392.851806640625,0.154541015625
low_sample_noisy,fa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.1,1764.47119140625,0.105224609375
low_sample_noisy,fa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.1,8329.673828125,0.131103515625
low_sample_noisy,fa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.1,19346.27734375,0.147705078125
task_aligned,fa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.4,204085.78125,0.5400390625
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.1,743.297607421875,0.146240234375
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.1,3403.15234375,0.145263671875
task_aligned,fa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.4,154793.0,0.41845703125
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.2648094892501831,0.559814453125
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.2572898268699646,0.5771484375
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.261606216430664,0.573486328125
task_aligned,fa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.4,239316.65625,0.5927734375
task_aligned,nmnc,1.0,0.0,0.0,14.0,1024.0,0.15,0.4,1.6040295362472534,0.865478515625
task_aligned,vnc,1.0,2.0,0.0,14.0,1024.0,0.15,0.4,1.531687617301941,0.865234375
nuisance_dominant,fa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,290779.21875,0.1220703125
nuisance_dominant,fa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,241342.4375,0.132080078125
nuisance_dominant,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,181798.8125,0.12890625
nuisance_dominant,fa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,1008433.0625,0.12890625
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.1,11438.1904296875,0.142333984375
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.1,14501.9287109375,0.126953125
task_aligned,nmnc,1.0,1.0,0.0,14.0,1024.0,0.15,0.4,1.6088752746582031,0.8662109375
nuisance_dominant,bp,3.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.7272611856460571,0.2421875
task_aligned,nmnc,1.0,2.0,0.0,14.0,1024.0,0.15,0.4,1.6111599206924438,0.86083984375
task_aligned,dfa_random,2.0,2.0,0.0,14.0,4096.0,0.05,0.4,543.2112426757812,0.44677734375
low_sample_noisy,ndfa_random_kronecker,1.0,0.0,0.0,14.0,512.0,0.05,0.1,0.0462945885956287,0.62353515625
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.1,0.3304459154605865,0.575439453125
low_sample_noisy,ndfa_random_kronecker,1.0,1.0,0.0,14.0,512.0,0.05,0.1,0.0477194376289844,0.646240234375
task_aligned,dfa_random,2.0,1.0,0.0,14.0,4096.0,0.05,0.4,221.0782012939453,0.489990234375
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.1,0.3294644653797149,0.56201171875
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.1,0.3079742193222046,0.58740234375
low_sample_noisy,nmnc,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,1.012304186820984,0.712646484375
low_sample_noisy,nmnc,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,1.055983304977417,0.68310546875
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,677.01025390625,0.547607421875
low_sample_noisy,bp,4.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.7439028024673462,0.7333984375
low_sample_noisy,nmnc,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,1.1019128561019895,0.682861328125
task_aligned,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.0,0.1653504073619842,0.917236328125
task_aligned,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.0,0.154470682144165,0.91259765625
task_aligned,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.0,0.1090989932417869,0.929931640625
nuisance_dominant,drtp_random,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,50052444160.0,0.12451171875
nuisance_dominant,ndfa_random_kronecker,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.0181228201836347,0.77685546875
nuisance_dominant,drtp_random,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,54080331776.0,0.13525390625
task_aligned,bp,2.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.8830109238624573,0.903564453125
task_aligned,nmnc,1.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.183619260787964,0.89501953125
nuisance_dominant,ndfa_random_kronecker,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.0185673702508211,0.78857421875
nuisance_dominant,ndfa_random_kronecker,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.0173739045858383,0.76318359375
task_aligned,nmnc,1.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.186915636062622,0.8935546875
nuisance_dominant,nmnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,1.2307088375091553,0.285888671875
nuisance_dominant,vnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.8336566686630249,0.350830078125
nuisance_dominant,nmnc,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,1.5459377765655518,0.243896484375
nuisance_dominant,nmnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,1.2282084226608276,0.287841796875
task_aligned,nmnc,1.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.185466170310974,0.89453125
task_aligned,vnc,1.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.1139265298843384,0.891845703125
nuisance_dominant,drtp_random,0.0,2.0,0.0,14.0,2048.0,0.15,0.0,75419156480.0,0.125732421875
nuisance_dominant,vnc,0.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.9069106578826904,0.33837890625
nuisance_dominant,vnc,0.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.9511801600456238,0.32666015625
low_sample_noisy,vnc,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.8484097123146057,0.72607421875
low_sample_noisy,drtp_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,492706103296.0,0.135498046875
low_sample_noisy,vnc,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.8683134913444519,0.71337890625
low_sample_noisy,vnc,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.8802387714385986,0.717041015625
task_aligned,fa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.0,296.8697509765625,0.92431640625
low_sample_noisy,drtp_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,711479656448.0,0.121826171875
low_sample_noisy,ndfa_random_kronecker,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.1698957234621048,0.703369140625
low_sample_noisy,drtp_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,282483851264.0,0.123046875
task_aligned,fa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.0,510.0816345214844,0.88037109375
nuisance_dominant,nmnc,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,1.613153100013733,0.187255859375
nuisance_dominant,vnc,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.2588497400283811,0.21728515625
nuisance_dominant,nmnc,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,1.386273741722107,0.1943359375
nuisance_dominant,nmnc,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.4574923515319824,0.188232421875
task_aligned,dfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.4,13.85280418395996,0.43896484375
task_aligned,bp,2.0,0.0,0.0,14.0,1024.0,0.15,0.4,1.3805599212646484,0.883056640625
nuisance_dominant,drtp_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,3257665536.0,0.119384765625
nuisance_dominant,vnc,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,1.0784082412719729,0.201904296875
nuisance_dominant,vnc,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.9820332527160645,0.215087890625
low_sample_noisy,vnc,1.0,0.0,0.0,14.0,512.0,0.05,0.1,1.0252227783203125,0.238525390625
low_sample_noisy,drtp_random,1.0,2.0,0.0,14.0,512.0,0.05,0.1,10326105.0,0.121826171875
low_sample_noisy,vnc,1.0,2.0,0.0,14.0,512.0,0.05,0.1,1.162073016166687,0.228759765625
low_sample_noisy,vnc,1.0,1.0,0.0,14.0,512.0,0.05,0.1,1.0175485610961914,0.24169921875
task_aligned,dfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.4,2.0812342166900635,0.656005859375
task_aligned,dfa_random,2.0,0.0,0.0,14.0,4096.0,0.05,0.4,393.9936828613281,0.66796875
task_aligned,bp,2.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.4648326635360718,0.92724609375
low_sample_noisy,drtp_random,1.0,1.0,0.0,14.0,512.0,0.05,0.1,9343400.0,0.1259765625
low_sample_noisy,drtp_random,1.0,0.0,0.0,14.0,512.0,0.05,0.1,10496392.0,0.123291015625
low_sample_noisy,ndfa_random_kronecker,1.0,2.0,0.0,14.0,512.0,0.05,0.1,0.0437397584319114,0.659423828125
nuisance_dominant,dfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,1238300.625,0.144287109375
nuisance_dominant,fa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,331604.75,0.11865234375
nuisance_dominant,dfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.0,162798.140625,0.125244140625
nuisance_dominant,dfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.0,88452.1015625,0.125244140625
task_aligned,vnc,1.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.1102768182754517,0.8974609375
nuisance_dominant,bp,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.8713359236717224,0.240478515625
task_aligned,vnc,1.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.1123347282409668,0.897216796875
task_aligned,ndfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.0,0.1129151657223701,0.943603515625
low_sample_noisy,ndfa_random_kronecker,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.1237586587667465,0.68994140625
low_sample_noisy,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,0.5900688767433167,0.72216796875
low_sample_noisy,ndfa_random_kronecker,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.138125866651535,0.70361328125
task_aligned,fa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.0,419.3304443359375,0.902099609375
low_sample_noisy,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.5122478008270264,0.72900390625
low_sample_noisy,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.5690916180610657,0.7314453125
low_sample_noisy,nmnc,1.0,2.0,0.0,14.0,512.0,0.05,0.1,1.3452283143997192,0.216064453125
low_sample_noisy,nmnc,1.0,1.0,0.0,14.0,512.0,0.05,0.1,1.4432740211486816,0.211669921875
low_sample_noisy,dfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.1,1410.8642578125,0.159912109375
low_sample_noisy,bp,2.0,0.0,0.0,14.0,512.0,0.05,0.1,0.5821145176887512,0.343505859375
task_aligned,nmnc,1.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.492842674255371,0.90771484375
low_sample_noisy,nmnc,1.0,0.0,0.0,14.0,512.0,0.05,0.1,1.358657956123352,0.209228515625
task_aligned,nmnc,1.0,2.0,0.0,14.0,4096.0,0.05,0.4,1.4951614141464231,0.912353515625
nuisance_dominant,drtp_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,3609651712.0,0.12451171875
nuisance_dominant,ndfa_random_kronecker,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.0379442758858203,0.590087890625
nuisance_dominant,drtp_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,3277909504.0,0.120361328125
task_aligned,nmnc,1.0,1.0,0.0,14.0,4096.0,0.05,0.4,1.4984084367752075,0.912841796875
task_aligned,fa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.4,27758.84765625,0.3232421875
task_aligned,dfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.4,15.117310523986816,0.388427734375
nuisance_dominant,ndfa_random_kronecker,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.0348917543888092,0.601806640625
nuisance_dominant,ndfa_random_kronecker,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.0342130027711391,0.5947265625
nuisance_dominant,fa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,101485.6328125,0.125732421875
nuisance_dominant,ndfa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.1,0.2383018881082534,0.5478515625
nuisance_dominant,ndfa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,0.2278736680746078,0.567138671875
nuisance_dominant,ndfa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.2626813352108001,0.5517578125
task_aligned,fa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.4,14156.859375,0.367919921875
nuisance_dominant,fa_random,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,54023.0390625,0.12255859375
nuisance_dominant,fa_random,2.0,1.0,0.0,14.0,1024.0,0.15,0.1,142286.859375,0.12890625
task_aligned,fa_random,2.0,2.0,0.0,14.0,1024.0,0.15,0.4,9603.57421875,0.343017578125
low_sample_noisy,fa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.1,4335.89794921875,0.11328125
low_sample_noisy,ndfa_random,2.0,0.0,0.0,14.0,512.0,0.05,0.1,0.3046521246433258,0.60595703125
low_sample_noisy,fa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.1,6294.12890625,0.138671875
low_sample_noisy,fa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.1,9538.7236328125,0.12548828125
task_aligned,vnc,1.0,1.0,0.0,14.0,4096.0,0.05,0.4,1.4693784713745115,0.919921875
low_sample_noisy,dfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.1,945.7806396484376,0.13916015625
low_sample_noisy,dfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.1,490.09613037109375,0.150390625
task_aligned,vnc,1.0,2.0,0.0,14.0,4096.0,0.05,0.4,1.4624046087265017,0.9208984375
low_sample_noisy,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,5434.71875,0.486328125
low_sample_noisy,fa_random,3.0,2.0,0.0,14.0,4096.0,0.05,0.2,1280.1474609375,0.27294921875
low_sample_noisy,fa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,2049.6240234375,0.248291015625
low_sample_noisy,fa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,7485.64599609375,0.279541015625
task_aligned,ndfa_random,2.0,1.0,0.0,14.0,512.0,0.05,0.0,0.1095086261630058,0.939697265625
low_sample_noisy,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.05,0.2,2981.375732421875,0.472412109375
low_sample_noisy,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,443.0473937988281,0.52490234375
task_aligned,ndfa_random,2.0,2.0,0.0,14.0,512.0,0.05,0.0,0.1084887683391571,0.944091796875
nuisance_dominant,ndfa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.1065388545393943,0.6953125
nuisance_dominant,ndfa_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.1013354957103729,0.694091796875
nuisance_dominant,ndfa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.0991145968437194,0.702392578125
task_aligned,drtp_random,1.0,2.0,0.0,14.0,1024.0,0.15,0.2,19802218.0,0.304443359375
task_aligned,drtp_random,1.0,1.0,0.0,14.0,1024.0,0.15,0.2,11497974.0,0.358642578125
nuisance_dominant,fa_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.0,1229273.0,0.1181640625
nuisance_dominant,fa_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.0,777805.75,0.1328125
task_aligned,drtp_random,1.0,0.0,0.0,14.0,1024.0,0.15,0.2,12413665.0,0.38037109375
nuisance_dominant,drtp_random,1.0,1.0,0.0,14.0,2048.0,0.15,0.0,189625008128.0,0.130859375
nuisance_dominant,drtp_random,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,131675783168.0,0.132568359375
nuisance_dominant,vnc,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,1.505811333656311,0.241455078125
nuisance_dominant,drtp_random,1.0,2.0,0.0,14.0,2048.0,0.15,0.0,163690545152.0,0.117431640625
task_aligned,ndfa_random_kronecker,1.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.2210663408041,0.772216796875
nuisance_dominant,ndfa_random_kronecker,1.0,1.0,0.0,14.0,2048.0,0.15,0.0,0.0182554516941308,0.730224609375
nuisance_dominant,ndfa_random_kronecker,1.0,0.0,0.0,14.0,2048.0,0.15,0.0,0.018877962604165,0.722900390625
nuisance_dominant,ndfa_random_kronecker,1.0,2.0,0.0,14.0,2048.0,0.15,0.0,0.0178143810480833,0.728271484375
low_sample_noisy,nmnc,2.0,1.0,0.0,14.0,4096.0,0.05,0.2,1.058175802230835,0.69091796875
low_sample_noisy,nmnc,2.0,0.0,0.0,14.0,4096.0,0.05,0.2,1.0442036390304563,0.697021484375
low_sample_noisy,vnc,2.0,2.0,0.0,14.0,4096.0,0.05,0.2,1.0868250131607056,0.607666015625
low_sample_noisy,bp,3.0,0.0,0.0,14.0,4096.0,0.05,0.2,0.746638298034668,0.717041015625
low_sample_noisy,nmnc,2.0,2.0,0.0,14.0,4096.0,0.05,0.2,1.0580766201019287,0.6962890625
task_aligned,ndfa_random_kronecker,2.0,1.0,0.0,14.0,512.0,0.05,0.0,0.0366865433752536,0.94580078125
task_aligned,ndfa_random_kronecker,2.0,0.0,0.0,14.0,512.0,0.05,0.0,0.0375498607754707,0.9482421875
low_sample_noisy,vnc,2.0,1.0,0.0,14.0,4096.0,0.05,0.2,0.8505803346633911,0.733642578125
nuisance_dominant,bp,2.0,0.0,0.0,14.0,1024.0,0.15,0.1,0.8231157064437866,0.207275390625
