step,dfa_loss,bp_loss,grad_alignment,val_loss,gate_participation_l1,gate_participation_unit_l1,gate_strength_sq_l1,saturation_frac_l1,gate_saturation_frac_low_g_l1,teacher_reff_l1,gate_cv_l1,feedback_signal_norm_l1,angular_update_l1,weight_alignment_l1,param_grad_alignment_l1,feature_movement_l1,feature_path_l1,selected_loss_response_l1,residual_loss_response_l1,gate_participation_l2,gate_participation_unit_l2,gate_strength_sq_l2,saturation_frac_l2,gate_saturation_frac_low_g_l2,teacher_reff_l2,gate_cv_l2,feedback_signal_norm_l2,angular_update_l2,weight_alignment_l2,param_grad_alignment_l2,feature_movement_l2,feature_path_l2,selected_loss_response_l2,residual_loss_response_l2,gate_participation_l3,gate_participation_unit_l3,gate_strength_sq_l3,saturation_frac_l3,gate_saturation_frac_low_g_l3,teacher_reff_l3,gate_cv_l3,feedback_signal_norm_l3,angular_update_l3,weight_alignment_l3,param_grad_alignment_l3,feature_movement_l3,feature_path_l3,selected_loss_response_l3,residual_loss_response_l3
923,1.9818432331085205,1.9818432331085205,0.03600997345213263,,0.8518882393836975,0.8518882393836975,0.4417977035045624,0.0054687499068677425,0.0054687499068677425,267.58544921875,0.3185020089149475,0.49210719624054994,38.95552444458008,6.919079282852181e-07,0.15336978791743996,0.1367649081686755,0.1367649081686755,,,0.7976609468460083,0.7976609468460083,0.28603601455688477,0.017734374850988388,0.017734374850988388,254.237060546875,0.3941631615161896,0.4109065592520101,55.451011657714844,4.5268836856848793e-07,0.05409200036455339,0.41428068723426936,0.41428068723426936,,,0.7870818972587585,0.7870818972587585,0.23945678770542145,0.030156251043081284,0.030156251043081284,252.4407501220703,0.40770861506462097,0.36202002406621964,67.63087463378906,2.661223561517545e-07,-0.0010892789315934729,0.7794544017477706,0.7794544017477706,,
924,1.908292293548584,1.908292293548584,0.033296055214312364,,0.8455102443695068,0.8455102443695068,0.4298045039176941,0.006666666828095913,0.006666666828095913,266.499267578125,0.32475998997688293,0.46668103067775024,43.834434509277344,6.924894364601641e-07,0.18432355423446306,0.13677594196754345,0.13677594196754345,,,0.7863225340843201,0.7863225340843201,0.2676447033882141,0.018307292833924294,0.018307292833924294,252.33544921875,0.4040553569793701,0.38306246195789406,66.75585174560547,4.532271589141601e-07,0.09069942234896683,0.4143383263183836,0.4143383263183836,,,0.7716373801231384,0.7716373801231384,0.22386863827705383,0.03158854320645332,0.03158854320645332,249.4407196044922,0.42191118001937866,0.3421222337479817,80.85301971435547,2.664524174633698e-07,-0.024530097342335497,0.779600195589497,0.779600195589497,,
925,1.8714604377746582,1.8714604377746582,0.034420301038875944,,0.8467313647270203,0.8467313647270203,0.43080607056617737,0.006458333693444729,0.006458333693444729,266.5579833984375,0.32530757784843445,0.4613418726851239,31.482751846313477,6.930757194822945e-07,0.11987024557938354,0.13679305867829672,0.13679305867829672,,,0.7885479927062988,0.7885479927062988,0.27529364824295044,0.01796874962747097,0.01796874962747097,252.48745727539062,0.4024944603443146,0.38098021564760387,54.27336120605469,4.5369628765001835e-07,0.0671623570188942,0.41440328692482126,0.41440328692482126,,,0.7620400190353394,0.7620400190353394,0.2294878512620926,0.029973959550261497,0.029973959550261497,247.70086669921875,0.43230172991752625,0.33365900548528327,63.012454986572266,2.66736776666221e-07,-0.004905186451069302,0.7797264784833912,0.7797264784833912,,
926,1.8766895532608032,1.8766895532608032,0.03859569909313939,,0.8391357660293579,0.8391357660293579,0.421585351228714,0.0064062499441206455,0.0064062499441206455,264.2619934082031,0.33829694986343384,0.45726564251518914,32.00044631958008,6.935954957043577e-07,0.17207574844129472,0.13679921921214552,0.13679921921214552,,,0.7874319553375244,0.7874319553375244,0.27050378918647766,0.02161458320915699,0.02161458320915699,251.97869873046875,0.406485915184021,0.38291696712857665,53.888423919677734,4.541520297607349e-07,0.06658549774846804,0.41444354469188016,0.41444354469188016,,,0.7739498019218445,0.7739498019218445,0.22726532816886902,0.034062501043081284,0.034062501043081284,249.93899536132812,0.4190690815448761,0.33610785048780056,68.85275268554688,2.670259107162565e-07,0.00019047267713107594,0.7798081070995674,0.7798081070995674,,
927,1.9978294372558594,1.9978294372558594,0.10618591847114593,,0.8484030365943909,0.8484030365943909,0.4334503412246704,0.00742187537252903,0.00742187537252903,266.88421630859375,0.32531729340553284,0.4832152702080859,31.31800651550293,6.942273671484145e-07,0.2545485179680916,0.13680681753976323,0.13680681753976323,,,0.7925243377685547,0.7925243377685547,0.2746775448322296,0.018515625968575478,0.018515625968575478,253.40834045410156,0.4012588858604431,0.3997208217761248,47.72651672363281,4.5466043729902594e-07,0.1184233397317743,0.4144809354073771,0.4144809354073771,,,0.7745486497879028,0.7745486497879028,0.23296132683753967,0.032343748956918716,0.032343748956918716,249.9636688232422,0.42265379428863525,0.35436684809647767,55.48759460449219,2.673209564818535e-07,0.07317987552928097,0.7798907383223513,0.7798907383223513,,
928,1.9769287109375,1.9769287109375,0.03559332698962208,,0.8501756191253662,0.8501756191253662,0.44141796231269836,0.004843750037252903,0.004843750037252903,267.2337646484375,0.31903648376464844,0.48599259791730676,36.026283264160156,6.948093869141303e-07,0.1520089853423626,0.13681423462100464,0.13681423462100464,,,0.7888796329498291,0.7888796329498291,0.27929362654685974,0.017265625298023224,0.017265625298023224,252.59030151367188,0.4022362232208252,0.39743783387098297,54.40780258178711,4.5513411350839306e-07,0.10494821878552822,0.4145202075776304,0.4145202075776304,,,0.7733495831489563,0.7733495831489563,0.23079295456409454,0.030260417610406876,0.030260417610406876,249.8900146484375,0.42290231585502625,0.34888651690312744,62.23878479003906,2.6761321691992634e-07,-0.027016374207367314,0.7799801440671456,0.7799801440671456,,
929,1.8732585906982422,1.8732585906982422,0.083725423665033,,0.8486031889915466,0.8486031889915466,0.4250563979148865,0.006119791883975267,0.006119791883975267,266.94976806640625,0.3240668475627899,0.458345932862813,30.254045486450195,6.954418267923757e-07,0.20970887385365336,0.1368252837521134,0.1368252837521134,,,0.7894464731216431,0.7894464731216431,0.274069219827652,0.020338542759418488,0.020338542759418488,253.29733276367188,0.4004538357257843,0.3842809276197399,46.96192932128906,4.556928843157948e-07,0.07523398389951473,0.414558605185737,0.414558605185737,,,0.7780947685241699,0.7780947685241699,0.23016460239887238,0.030651042237877846,0.030651042237877846,251.1222686767578,0.41388994455337524,0.3395662824368071,64.52533721923828,2.6791627760758274e-07,0.06221752545260496,0.7800544232079674,0.7800544232079674,,
930,1.957221269607544,1.957221269607544,0.07041639007277288,1.9722862243652344,0.8428131341934204,0.8428131341934204,0.429612934589386,0.008281250484287739,0.008281250484287739,265.13946533203125,0.3335936963558197,0.4753989235587428,28.17403221130371,6.960609084671887e-07,0.23481647616773688,0.1368316771385491,0.1368316771385491,,,0.7885908484458923,0.7885908484458923,0.27458614110946655,0.017786458134651184,0.017786458134651184,252.30535888671875,0.4053768515586853,0.39815849463915676,45.44926834106445,4.562234607874416e-07,0.08427688765711684,0.41459227071032223,0.41459227071032223,,,0.774093747138977,0.774093747138977,0.23193393647670746,0.030520834028720856,0.030520834028720856,249.786376953125,0.42167627811431885,0.34698468885322176,60.86359405517578,2.6820532639248995e-07,0.03244450842099748,0.7801318637863361,0.7801318637863361,,
931,2.1155991554260254,2.1155991554260254,0.035572986260669175,,0.8465043902397156,0.8465043902397156,0.43952128291130066,0.005989583674818277,0.005989583674818277,265.8841552734375,0.32637640833854675,0.5110676603570707,49.84336853027344,6.966182581891189e-07,0.19458104473420745,0.13683812537266726,0.13683812537266726,,,0.7883139252662659,0.7883139252662659,0.282746285200119,0.017630208283662796,0.017630208283662796,252.4320831298828,0.40506020188331604,0.41733924501317765,76.69248962402344,4.5661849412681477e-07,0.09710431380016364,0.41463231624647573,0.41463231624647573,,,0.7725299000740051,0.7725299000740051,0.2381671667098999,0.03252604231238365,0.03252604231238365,249.7083740234375,0.4254245460033417,0.37272870825240023,105.24131774902344,2.6848789502764703e-07,-0.017944312271849613,0.7802403833139464,0.7802403833139464,,
932,1.8916126489639282,1.8916126489639282,0.04647892782389337,,0.8383522033691406,0.8383522033691406,0.4216853976249695,0.007916666567325592,0.007916666567325592,263.9860534667969,0.340655118227005,0.4632580672300839,35.173431396484375,6.972899200263782e-07,0.09734277152359956,0.13685446369781593,0.13685446369781593,,,0.7793844938278198,0.7793844938278198,0.2723610997200012,0.020651042461395264,0.020651042461395264,250.67124938964844,0.41496995091438293,0.38564597825144936,60.86153030395508,4.571060401303839e-07,0.042007483204189754,0.41471427617522905,0.41471427617522905,,,0.7605945467948914,0.7605945467948914,0.22947527468204498,0.0325000025331974,0.0325000025331974,247.4712371826172,0.4345049560070038,0.3383614045981969,74.271240234375,2.6879146730607317e-07,0.04129887070492297,0.7804701762031803,0.7804701762031803,,
933,2.030097007751465,2.030097007751465,0.013347681430826592,,0.844494104385376,0.844494104385376,0.4212418794631958,0.008359375409781933,0.008359375409781933,265.96240234375,0.331851989030838,0.4847831259149664,42.03927993774414,6.978377200539398e-07,0.07125037764638938,0.1368618081895444,0.1368618081895444,,,0.7874608635902405,0.7874608635902405,0.27077484130859375,0.019765624776482582,0.019765624776482582,252.86167907714844,0.40311816334724426,0.4031444081612461,75.418701171875,4.5748475940854405e-07,0.08725655084624273,0.4147543007891891,0.4147543007891891,,,0.7745878100395203,0.7745878100395203,0.23044419288635254,0.03276041895151138,0.03276041895151138,250.89329528808594,0.4185350239276886,0.35758447578556224,101.96560668945312,2.6907582650892437e-07,-0.032411417183920724,0.7805585601540965,0.7805585601540965,,
934,1.9653117656707764,1.9653117656707764,0.03973353132072918,,0.8447184562683105,0.8447184562683105,0.4202935993671417,0.008046874776482582,0.008046874776482582,266.27838134765625,0.32884734869003296,0.4742445036539821,34.4078483581543,6.983607363508781e-07,0.1648440075747031,0.136875794625449,0.136875794625449,,,0.7864478826522827,0.7864478826522827,0.26781511306762695,0.020625000819563866,0.020625000819563866,252.95310974121094,0.4028400778770447,0.39500775485929546,47.428199768066406,4.579531491799571e-07,0.06895962327116548,0.4148246407775846,0.4148246407775846,,,0.7699046730995178,0.7699046730995178,0.22712771594524384,0.03244791924953461,0.03244791924953461,250.1634979248047,0.42014843225479126,0.3476460926959952,53.97136688232422,2.6935421715279517e-07,-0.006553335399595162,0.7807229704591327,0.7807229704591327,,
935,1.9279983043670654,1.9279983043670654,0.14049774085178382,,0.844449520111084,0.844449520111084,0.4180692434310913,0.007656250149011612,0.007656250149011612,266.26312255859375,0.3303854167461395,0.46431094832969083,30.75359535217285,6.990305791987339e-07,0.30352662795376945,0.13688550722084822,0.13688550722084822,,,0.7877300977706909,0.7877300977706909,0.2660079896450043,0.019895832985639572,0.019895832985639572,253.18453979492188,0.40128961205482483,0.38523639687483197,51.96416473388672,4.5853397523387684e-07,0.1776907726911113,0.41486714082688975,0.41486714082688975,,,0.7676963210105896,0.7676963210105896,0.22683171927928925,0.03283854201436043,0.03283854201436043,249.59730529785156,0.42327335476875305,0.3425700089773046,61.60620880126953,2.696703234050801e-07,0.0877025840956597,0.7808025292891815,0.7808025292891815,,
936,1.9863570928573608,1.9863570928573608,0.0630480896943425,,0.84703528881073,0.84703528881073,0.4301787316799164,0.005963542032986879,0.005963542032986879,266.61761474609375,0.330157607793808,0.4830168256950993,27.275354385375977,6.995699095568852e-07,0.20746958725115416,0.13689242868449558,0.13689242868449558,,,0.7891701459884644,0.7891701459884644,0.27847427129745483,0.02002604305744171,0.02002604305744171,253.0645751953125,0.40166574716567993,0.40788924488827694,38.702903747558594,4.5900651457486674e-07,0.06389338904167634,0.41491283598598183,0.41491283598598183,,,0.766556978225708,0.766556978225708,0.23370575904846191,0.0325000025331974,0.0325000025331974,248.8284454345703,0.4260745048522949,0.35518056014698185,48.21902084350586,2.69936236918511e-07,0.028861319668996667,0.7809202599116953,0.7809202599116953,,
937,1.9014555215835571,1.9014555215835571,0.06887392354747303,,0.8515564203262329,0.8515564203262329,0.44598573446273804,0.005937499925494194,0.005937499925494194,267.4996032714844,0.31779491901397705,0.47716160295465315,42.06172180175781,7.001187327659864e-07,0.24703556273200372,0.13689778896434143,0.13689778896434143,,,0.796723484992981,0.796723484992981,0.28185755014419556,0.01575520820915699,0.01575520820915699,254.02330017089844,0.39416974782943726,0.39815775490092903,67.66435241699219,4.59436023447779e-07,0.09306819919833058,0.41493815696610126,0.41493815696610126,,,0.7740861177444458,0.7740861177444458,0.23577415943145752,0.030390625819563866,0.030390625819563866,249.43215942382812,0.4236002564430237,0.3555840678834137,82.54597473144531,2.702268773191463e-07,0.024753401677845406,0.7809758692311879,0.7809758692311879,,
938,1.8961951732635498,1.8961951732635498,0.10653523356214138,,0.8508625030517578,0.8508625030517578,0.43339529633522034,0.006588541902601719,0.006588541902601719,267.55548095703125,0.3200177550315857,0.4679291248022963,38.44288635253906,7.00735938607977e-07,0.2619288743990032,0.13691220834813728,0.13691220834813728,,,0.790881872177124,0.790881872177124,0.27755558490753174,0.01796874962747097,0.01796874962747097,253.36691284179688,0.3987956941127777,0.3897749245035077,60.81155014038086,4.599547196448839e-07,0.14349193389341006,0.4150185012580117,0.4150185012580117,,,0.7721797227859497,0.7721797227859497,0.23338881134986877,0.03203124925494194,0.03203124925494194,249.62420654296875,0.4223935008049011,0.34465731665441607,69.75982666015625,2.705119754864427e-07,0.06765213485633953,0.7811572693762205,0.7811572693762205,,
939,1.8085927963256836,1.8085927963256836,0.08207060254145053,,0.8497517704963684,0.8497517704963684,0.4334145188331604,0.004921874962747097,0.004921874962747097,267.7042541503906,0.31638598442077637,0.44691904072468736,31.41000747680664,7.014189691290085e-07,0.21294210299853622,0.13692528761759212,0.13692528761759212,,,0.7818455100059509,0.7818455100059509,0.270024836063385,0.017864583060145378,0.017864583060145378,252.01535034179688,0.4054533839225769,0.3686843646934398,51.757083892822266,4.6050351443227555e-07,0.049024745759198296,0.41508363954240063,0.41508363954240063,,,0.7523205280303955,0.7523205280303955,0.2271210253238678,0.03333333507180214,0.03333333507180214,246.3351287841797,0.4390794336795807,0.3279214400566373,64.4186782836914,2.7082239739684155e-07,0.0745523272233836,0.7812993979423869,0.7812993979423869,,
940,1.9749290943145752,1.9749290943145752,0.0934587814900604,1.9561519622802734,0.8514314293861389,0.8514314293861389,0.434440016746521,0.006744791753590107,0.006744791753590107,267.86285400390625,0.3181608021259308,0.4829242416158601,37.18318557739258,7.019744430181163e-07,0.19604068435253,0.13693415349082455,0.13693415349082455,,,0.7903236150741577,0.7903236150741577,0.2728655934333801,0.017578125,0.017578125,253.3001251220703,0.3983254134654999,0.4005089155237949,59.73715591430664,4.6099017936285236e-07,0.1159566236448488,0.4151274852768147,0.4151274852768147,,,0.7668421864509583,0.7668421864509583,0.22876684367656708,0.031432293355464935,0.031432293355464935,249.03570556640625,0.4253043234348297,0.3542027040771032,74.7589111328125,2.7111516942568414e-07,0.06938590864289128,0.7813859406805541,0.7813859406805541,,
941,1.8548080921173096,1.8548080921173096,0.052947365127374746,,0.8420273661613464,0.8420273661613464,0.42379286885261536,0.009166667237877846,0.009166667237877846,265.4128112792969,0.33229684829711914,0.4571937711063264,26.293521881103516,7.025911372693372e-07,0.1293362308515125,0.13694466425407748,0.13694466425407748,,,0.7911641001701355,0.7911641001701355,0.2670724093914032,0.01861979253590107,0.01861979253590107,253.60418701171875,0.3993728756904602,0.3777627047592921,41.81977081298828,4.6154553956512245e-07,0.0562379962018303,0.4151847043985145,0.4151847043985145,,,0.7763287425041199,0.7763287425041199,0.2239018827676773,0.032213542610406876,0.032213542610406876,251.13436889648438,0.41456204652786255,0.3327422362195789,50.75814437866211,2.71421299657959e-07,0.039794016713821594,0.7815021527061905,0.7815021527061905,,
942,2.0224556922912598,2.0224556922912598,0.05476357388208269,,0.847159206867218,0.847159206867218,0.43054261803627014,0.0073697916232049465,0.0073697916232049465,266.4451599121094,0.32902154326438904,0.48777926040523195,40.947898864746094,7.030748179204238e-07,0.2060444367493873,0.1369494803033978,0.1369494803033978,,,0.7935187816619873,0.7935187816619873,0.27708253264427185,0.019322916865348816,0.019322916865348816,253.41270446777344,0.4020834267139435,0.4076343466684372,56.80502700805664,4.619097069280542e-07,0.09160284212849422,0.41521113395961157,0.41521113395961157,,,0.7702909111976624,0.7702909111976624,0.23751643300056458,0.031692709773778915,0.031692709773778915,248.6429443359375,0.42768004536628723,0.3652560284102247,70.91344451904297,2.7169164695806103e-07,0.004076042945802893,0.7815509766952903,0.7815509766952903,,
943,1.8033933639526367,1.8033933639526367,0.08170907817432864,,0.8402865529060364,0.8402865529060364,0.41721004247665405,0.007109375204890966,0.007109375204890966,265.2584533691406,0.335483580827713,0.4438594444812007,25.403488159179688,7.036326223897049e-07,0.2339244325975498,0.13696276124170717,0.13696276124170717,,,0.7790011763572693,0.7790011763572693,0.26011189818382263,0.023072917014360428,0.023072917014360428,251.437744140625,0.4106301963329315,0.36739044573236534,41.64579772949219,4.624284031251591e-07,0.10975008702582714,0.4152635539969564,0.4152635539969564,,,0.7589942216873169,0.7589942216873169,0.21973943710327148,0.034036457538604736,0.034036457538604736,247.68197631835938,0.43053650856018066,0.32165548739864125,50.42523193359375,2.720064458117122e-07,0.042431798691475,0.7816674296330781,0.7816674296330781,,
944,1.879091501235962,1.879091501235962,0.12292812154096958,,0.8513764142990112,0.8513764142990112,0.4317813813686371,0.005963542032986879,0.005963542032986879,268.0266418457031,0.3182787001132965,0.47026089649687747,30.465274810791016,7.04228398262785e-07,0.2895130290754881,0.13696839021366855,0.13696839021366855,,,0.7957175374031067,0.7957175374031067,0.26942649483680725,0.01966145820915699,0.01966145820915699,255.14305114746094,0.3906112313270569,0.3841232465764604,50.75605392456055,4.6298913503051153e-07,0.15688864907374547,0.4152927206433443,0.4152927206433443,,,0.7776063084602356,0.7776063084602356,0.2276495397090912,0.032473959028720856,0.032473959028720856,251.38894653320312,0.4141746163368225,0.34373054145584186,61.308570861816406,2.7231359922552656e-07,0.07213916723781173,0.7817244513833932,0.7817244513833932,,
945,1.8884395360946655,1.8884395360946655,0.07534838070459363,,0.8444727659225464,0.8444727659225464,0.41847681999206543,0.00825520884245634,0.00825520884245634,265.8124084472656,0.33318382501602173,0.4632017303240035,34.00006866455078,7.046822361189697e-07,0.2193842337376566,0.13697576258446612,0.13697576258446612,,,0.7922399640083313,0.7922399640083313,0.2652091085910797,0.022343751043081284,0.022343751043081284,253.61627197265625,0.40122073888778687,0.3817637152315439,54.41761016845703,4.6346207227543346e-07,0.10303702774358028,0.4153347885376742,0.4153347885376742,,,0.7762486338615417,0.7762486338615417,0.22920309007167816,0.03557291626930237,0.03557291626930237,251.070068359375,0.4182271361351013,0.3426772710203256,64.62908935546875,2.725795980040857e-07,0.03330780530806491,0.7818128412550075,0.7818128412550075,,
946,1.8843162059783936,1.8843162059783936,0.05049736114094503,,0.8474631309509277,0.8474631309509277,0.4294552803039551,0.007031250279396772,0.007031250279396772,266.4797058105469,0.32426562905311584,0.4711421193940598,35.94550323486328,7.05199965977954e-07,0.12890118865531094,0.13698563780638262,0.13698563780638262,,,0.7940598130226135,0.7940598130226135,0.27419883012771606,0.020651042461395264,0.020651042461395264,253.59523010253906,0.3980969488620758,0.39025902477317126,53.93519592285156,4.6394350761147507e-07,0.06350213631873497,0.41538597537482086,0.41538597537482086,,,0.7797490954399109,0.7797490954399109,0.22722183167934418,0.03218749910593033,0.03218749910593033,251.4989013671875,0.4125201106071472,0.34090497502745476,66.66639709472656,2.728777701577201e-07,0.03164266435514823,0.7819283510705514,0.7819283510705514,,
947,1.9088547229766846,1.9088547229766846,0.13191592993755036,,0.8507300615310669,0.8507300615310669,0.43532076478004456,0.005937499925494194,0.005937499925494194,267.949462890625,0.3188140392303467,0.46959754597455733,28.04918670654297,7.057302013890876e-07,0.26632220470631485,0.1369981622233284,0.1369981622233284,,,0.7955999970436096,0.7955999970436096,0.2726213037967682,0.019895832985639572,0.019895832985639572,254.7056884765625,0.39467957615852356,0.39381140347709964,48.5810432434082,4.6445146040241525e-07,0.12905997065598132,0.41543827815066353,0.41543827815066353,,,0.770474374294281,0.770474374294281,0.2288753241300583,0.0325520858168602,0.0325520858168602,249.6217041015625,0.4248555898666382,0.3447962706404567,59.23706817626953,2.7316866635374026e-07,0.11737155233148262,0.7820489481143759,0.7820489481143759,,
948,1.8872644901275635,1.8872644901275635,0.02567085287935809,,0.8592576384544373,0.8592576384544373,0.44364818930625916,0.005911458283662796,0.005911458283662796,269.924072265625,0.3067159056663513,0.4714211953738691,36.55897521972656,7.062317308736965e-07,0.15767389292422,0.1370038888285713,0.1370038888285713,,,0.7955818176269531,0.7955818176269531,0.2773374617099762,0.016458334401249886,0.016458334401249886,254.5752716064453,0.3918059170246124,0.38833683445520756,56.03126907348633,4.648610456570168e-07,0.035238106487579184,0.41547051113170214,0.41547051113170214,,,0.7661424279212952,0.7661424279212952,0.23378627002239227,0.03132812678813934,0.03132812678813934,248.34707641601562,0.4289885461330414,0.35334503600243544,76.15794372558594,2.734537360993272e-07,-0.004782788241110732,0.7821197314177727,0.7821197314177727,,
949,1.8252649307250977,1.8252649307250977,0.0432906664521235,,0.8542305827140808,0.8542305827140808,0.433982253074646,0.004010416567325592,0.004010416567325592,268.4441223144531,0.31310024857521057,0.45407133604707356,30.095809936523438,7.067075671329803e-07,0.1466437984978581,0.13701365037905047,0.13701365037905047,,,0.7938501238822937,0.7938501238822937,0.2691527009010315,0.018281251192092896,0.018281251192092896,254.59226989746094,0.3934307098388672,0.3740589522538154,51.68121337890625,4.6532244368791e-07,0.06954662554031056,0.4155199431640674,0.4155199431640674,,,0.77128666639328,0.77128666639328,0.2274676114320755,0.03213541582226753,0.03213541582226753,250.1522979736328,0.42131757736206055,0.3300993461998504,60.35456848144531,2.737419038112421e-07,0.01056701509126516,0.7822572656561623,0.7822572656561623,,
950,1.940866231918335,1.940866231918335,0.07540177236950465,1.9403468370437622,0.8447685241699219,0.8447685241699219,0.434337317943573,0.00742187537252903,0.00742187537252903,266.1014404296875,0.3300463557243347,0.4789420360680291,39.29423522949219,7.072594598866999e-07,0.22634522491151043,0.1370208882668062,0.1370208882668062,0.011715060908980245,0.010349504933681388,0.7787894010543823,0.7787894010543823,0.2715570628643036,0.021901041269302368,0.021901041269302368,251.27366638183594,0.41300275921821594,0.39794646230293446,66.82893371582031,4.6578861656598747e-07,0.09902604949266695,0.4155563611662983,0.4155563611662983,0.002485605534142364,0.002202936773476697,0.7603416442871094,0.7603416442871094,0.22655893862247467,0.034687500447034836,0.034687500447034836,247.66885375976562,0.4345566928386688,0.3404118032311037,78.21263885498047,2.7402811042520625e-07,0.035621642612887985,0.7823290155828614,0.7823290155828614,-0.01591148458114857,-0.026089885079412425
951,1.979835033416748,1.979835033416748,0.01717258774829443,,0.8451371788978577,0.8451371788978577,0.43123653531074524,0.007760416716337204,0.007760416716337204,265.7542419433594,0.32788804173469543,0.4823427295016816,33.98186492919922,7.077088639562135e-07,0.15558094444576084,0.13703475791992611,0.13703475791992611,,,0.7896106839179993,0.7896106839179993,0.27334117889404297,0.02070312574505806,0.02070312574505806,252.560546875,0.40363824367523193,0.3963711702801857,50.058349609375,4.661654600113252e-07,0.057742650170127,0.41562669655084705,0.41562669655084705,,,0.7734954357147217,0.7734954357147217,0.232948899269104,0.0338541679084301,0.0338541679084301,249.85714721679688,0.4255663752555847,0.35413348015242396,73.30412292480469,2.7431238436292915e-07,-0.033660662927756636,0.7824658157503422,0.7824658157503422,,
952,1.9187779426574707,1.9187779426574707,0.11686286103934118,,0.8514281511306763,0.8514281511306763,0.43331143260002136,0.004895833320915699,0.004895833320915699,267.8204650878906,0.3188715875148773,0.4733661618425288,31.874183654785156,7.082547313075338e-07,0.2585466610285268,0.13704312880456884,0.13704312880456884,,,0.7927729487419128,0.7927729487419128,0.2745181620121002,0.019609374925494194,0.019609374925494194,254.0206298828125,0.39696604013442993,0.39070559306117525,55.18269348144531,4.666422910304391e-07,0.15655377890515781,0.4156587005708584,0.4156587005708584,,,0.7753554582595825,0.7753554582595825,0.23156148195266724,0.03268229216337204,0.03268229216337204,250.2692108154297,0.42011427879333496,0.3463575465704696,68.48164367675781,2.745685776517348e-07,0.07657336505101814,0.7825344976076591,0.7825344976076591,,
953,1.8898890018463135,1.8898890018463135,0.07643680646051475,,0.8428875803947449,0.8428875803947449,0.42120617628097534,0.008593750186264515,0.008593750186264515,265.6483154296875,0.3331991732120514,0.45193174055733876,43.23090744018555,7.088608526828466e-07,0.16551026257420437,0.1370514542828303,0.1370514542828303,,,0.7881903052330017,0.7881903052330017,0.2651135325431824,0.02263020910322666,0.02263020910322666,252.57235717773438,0.40523430705070496,0.36761921951268894,79.21244812011719,4.6716499468857364e-07,0.08790888448714702,0.4157052943357469,0.4157052943357469,,,0.7609832286834717,0.7609832286834717,0.2256462424993515,0.03526041656732559,0.03526041656732559,247.55621337890625,0.4323137402534485,0.33312666649645345,107.17489624023438,2.748742531366588e-07,0.06293241892886353,0.7826433455857545,0.7826433455857545,,
954,1.8807504177093506,1.8807504177093506,0.039966037442542644,,0.8430407643318176,0.8430407643318176,0.41271746158599854,0.008151042275130749,0.008151042275130749,265.6583251953125,0.3324443995952606,0.4541825303827788,30.53488540649414,7.091929319358314e-07,0.18796871705758308,0.1370628485623021,0.1370628485623021,,,0.7884578704833984,0.7884578704833984,0.26274892687797546,0.022942708805203438,0.022942708805203438,253.1794891357422,0.4004528224468231,0.375924065927471,46.184165954589844,4.674895990319783e-07,0.05746013251219411,0.41577242512963763,0.41577242512963763,,,0.7717162370681763,0.7717162370681763,0.22406131029129028,0.03541666641831398,0.03541666641831398,250.2169647216797,0.42165306210517883,0.3372778438289346,67.59404754638672,2.751336296569207e-07,0.0022026637039650136,0.782803210745937,0.782803210745937,,
955,1.983647108078003,1.983647108078003,0.10279353893209245,,0.8483444452285767,0.8483444452285767,0.4217239320278168,0.01145833358168602,0.01145833358168602,267.2372131347656,0.3294629156589508,0.4797860384522793,38.66423416137695,7.097295338098775e-07,0.25386619730408766,0.1370707130855574,0.1370707130855574,,,0.7958512902259827,0.7958512902259827,0.2732354402542114,0.023098958656191826,0.023098958656191826,254.6183624267578,0.3957236409187317,0.39987772414758566,62.65877151489258,4.6790219698777946e-07,0.15716127794704246,0.41580938513237653,0.41580938513237653,,,0.775799572467804,0.775799572467804,0.23244492709636688,0.03591145947575569,0.03591145947575569,250.7014923095703,0.41955137252807617,0.3609904641875817,78.27284240722656,2.7539476832316723e-07,0.036792846687948806,0.7829240320971765,0.7829240320971765,,
956,1.9149675369262695,1.9149675369262695,0.11512821714033915,,0.8438811302185059,0.8438811302185059,0.42635735869407654,0.008229167200624943,0.008229167200624943,265.79315185546875,0.3335919678211212,0.46701698863391294,38.57530975341797,7.103362236193789e-07,0.22591654186595642,0.1370826317035521,0.1370826317035521,,,0.7845699191093445,0.7845699191093445,0.2716043293476105,0.02276041731238365,0.02276041731238365,251.97532653808594,0.40874823927879333,0.3881898212158437,64.68960571289062,4.6839502942930267e-07,0.1609297680451427,0.41588494358503025,0.41588494358503025,,,0.7700836062431335,0.7700836062431335,0.23406733572483063,0.03500000014901161,0.03500000014901161,248.87994384765625,0.42935147881507874,0.3510718982957997,86.63289642333984,2.756650872015598e-07,0.07466470845160532,0.7831132542399621,0.7831132542399621,,
